2023-10-30-23-54-01231-001017.flac," works for money, and you work for you.  That's where your investments generate enough income.  You don't need to be doing any jobs.  So that way, you can just work on whatever you're most interested in, whatever you're passionate about, whatever you love.  And so the earn phase comes next, and then there's a legacy phase, which is where you see a lot of people get to when they, you know, they want to go to Mars, and then they want to, you know, buy this newspaper company.  "
2023-10-30-23-58-10219-001029.flac," So the next part of the mindset that matters is you have nothing to lose.  So just like you're small and you're helpless, just like you've got a clear calendar and nothing to do, you also got nothing to lose.  " 
2023-10-30-23-58-49217-001031.flac," Now, if I go do something, I have my reputation, people can see me fail.  I have to do some things of a certain caliber, and that means I might be overlooking some hidden gem type of opportunities.  You know, I don't go to conferences, I don't go to certain meetings, but you should if you're in that boat, but we have nothing to lose because you got everything to gain.  The last thing is you now need to find your personal edge.  So those first ones are the common edges of losers, right, the loser's edge.  And losers have those edges, and you should embrace the loser's edge because the loser's edge is what helps you become a winner.  "
2023-10-30-23-49-25237-001000.flac," Silence.  "
2023-10-30-23-51-34234-001010.flac," I remember when I was 29 years old and I had this existential crisis because I was like, oh, I thought I was going to be Forbes 30 into 30, and I thought I'd have a million dollars in my bank account by now, and I didn't have any of those things, and then I was like...  "
2023-10-30-23-53-37229-001015.flac," extract some value. Now I have cash in the bank, which lets me "
2023-10-30-23-54-43226-001020.flac," So, we are told that we should stick to it, be determined, blah, blah, blah.  "
2023-10-30-23-56-58221-001023.flac," I'm giving you that opportunity.  Can I just learn this with you?  Will you show me how this works?  And being small and helpless is an absolute edge that most people who are unsuccessful try to hide.  They're embarrassed that they're not successful.  They're embarrassed that they're starting at the beginning.  And because of that, they throw away one of their best edges, which is that people want to help people who are beginners.  "
2023-10-30-23-57-13220-001024.flac," And so embrace that you're a beginner, that is part of your edge.  The next thing is you got time, you're not busy.  So for me, there are so many opportunities I don't do because I have a $5,000 an hour time budget.  So if something's gonna cost me an hour, it needs to be worth at least $5,000.  "
2023-10-30-23-58-01221-001028.flac," And by the way, a lot of this is mindset because the actions you take are downstream of your mindset, right?  Like the actions you take, which is what people want. They want the answer.  What I'm giving you is a way for you to always get the answer.  So you don't need to watch a video like this.  You can be the guy who makes videos like this. How do you do that?  You figure out the mindset first so that then the actions come quite naturally.  So we finished the mindset section. Then I'll tell you the action.  "
2023-10-30-23-59-22218-001035.flac," Understand it and taste is a it could be part of your personal edge. My friend Chris Williamson told me this today on a call he goes Yeah, you're like a bear riding a unicycle What he goes "
2023-10-31-00-00-25217-001041.flac," But then I'm also kind of entertaining and funny, I'm good at talking.  "
2023-10-30-23-50-19238-001004.flac," It's a success question. How would you make it? That's really what people want to know But they always add this if you were 21 years old again, if you were 25 years old again, they add this age "
2023-10-30-23-51-22236-001009.flac," I think the first thing to do is to free yourself of the time constraint, the age constraint, which only adds pressure and doubt and anxiety to the equation, which none of that helps you be successful.  "
2023-10-30-23-51-52232-001011.flac," All right, well, guess that didn't happen.  Moving on, and I just continued on, and by 30, all of a sudden, I sold my company and had a whole bunch of breakthroughs.  And a big part of that was just getting the weight off my shoulders of feeling like I'm behind or playing catch-up.  Instead, I wanted to be like offense.  And so my question, my answer to this question is it comes from a place of offense.  "
2023-10-30-23-52-01233-001013.flac," we're white belts again. If we started as a white belt and we want to make our way up to a black belt in the game of success, what would we do?  "
2023-10-30-23-53-40229-001016.flac," get to the ultimate point of financial freedom, where your money...  "
2023-10-30-23-57-34219-001026.flac," My hourly rate was much lower back then.  And so I was willing to do a whole bunch of things that other people wouldn't do because I'm not busy.  My calendar is clear.  That's a huge advantage you have.  That's another part of your edge.  "
2023-10-30-23-58-19218-001030.flac," You're already lost. You got nothing. You're starting at rock bottom, but that's a pretty solid foundation.  And what you want to do with that foundation is take more risks than somebody who has something to lose. For me.  "
